Jose Augusto|6|2|0|"6' 3"""|251 lbs.|No Stat|No Stat|Mar 28, 1992|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Olivier Aubin-Mercier|11|5|0|"5' 9"""|155 lbs.|"70"""|Southpaw|Feb 23, 1989|2.48|51%|2.97|55%|2.36|33%|70%|0.5
Bazigit Atajev|17|1|0|"6' 1"""|230 lbs.|No Stat|Orthodox|No Stat|0.87|41%|3.14|49%|1.00|33%|0%|0.0
Rich Attonito|10|5|0|"5' 10"""|170 lbs.|"72"""|Orthodox|Jun 16, 1977|2.28|47%|2.13|59%|0.74|37%|75%|0.0
Bruno Assis|8|4|0|"6' 2"""|185 lbs.|No Stat|Orthodox|May 23, 1992|1.27|43%|3.20|36%|2.00|50%|66%|1.0
Junior Assuncao|16|6|0|"5' 9"""|145 lbs.|"72"""|Orthodox|Jun 24, 1981|3.31|62%|2.06|44%|2.43|24%|66%|0.7
Ben Askren|19|2|0|"5' 11"""|170 lbs.|"73"""|Orthodox|Jul 18, 1984|3.64|49%|5.66|36%|4.33|55%|0%|0.9
Raphael Assuncao|27|8|0|"5' 5"""|135 lbs.|"66"""|Orthodox|Jul 19, 1982|3.26|40%|2.33|68%|1.48|38%|80%|0.3
Tom Aspinall|11|2|0|"6' 5"""|256 lbs.|"78"""|Orthodox|Apr 11, 1993|7.19|65%|2.37|70%|2.73|100%|100%|1.4
Scott Askham|14|4|0|"6' 3"""|185 lbs.|"75"""|Southpaw|May 20, 1988|3.03|46%|3.52|52%|0.44|18%|65%|0.7
Ibo Aslan|8|0|0|"6' 3"""|205 lbs.|No Stat|No Stat|Apr 23, 1996|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Khusein Askhabov|23|0|0|"5' 8"""|145 lbs.|No Stat|No Stat|Feb 13, 1995|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Cyril Asker|9|4|0|"6' 0"""|247 lbs.|"74"""|Orthodox|Dec 24, 1985|3.35|39%|5.82|35%|4.41|62%|100%|0.9
Askar Askarov|13|0|1|"5' 6"""|125 lbs.|"67"""|Orthodox|Oct 09, 1992|3.37|55%|2.65|56%|2.75|28%|64%|0.0
Arman Ashimov|11|3|1|"5' 6"""|125 lbs.|No Stat|No Stat|Jan 14, 1992|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Teddy Ash|14|5|0|"6' 1"""|185 lbs.|"73"""|Switch|Dec 27, 1989|7.27|61%|6.80|28%|0.00|0%|100%|0.0
Cesar Arzamendia|8|3|0|"5' 11"""|155 lbs.|No Stat|Orthodox|Jan 31, 1991|5.37|45%|5.20|56%|7.32|75%|0%|2.4
Veta Arteaga|3|1|0|"5' 7"""|125 lbs.|No Stat|No Stat|No Stat|3.20|36%|1.92|65%|0.00|0%|40%|0.0
Gilles Arsene|1|1|0|"5' 9"""|190 lbs.|No Stat|Southpaw|No Stat|0.06|10%|2.45|32%|0.00|0%|0%|0.0
Askar Askar|11|1|0|"5' 7"""|145 lbs.|"69"""|Orthodox|Aug 19, 1994|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Ricardo Arona|14|5|0|"5' 11"""|205 lbs.|No Stat|Orthodox|Jul 17, 1978|1.66|48%|1.15|57%|2.41|48%|58%|1.2
Antonio Arroyo|9|5|0|"6' 3"""|185 lbs.|"73"""|Orthodox|Jul 01, 1989|2.82|66%|2.02|50%|1.14|41%|41%|0.2
Chalid Arrab|7|3|0|"5' 11"""|205 lbs.|No Stat|Orthodox|May 28, 1975|1.56|34%|1.63|56%|3.05|75%|37%|1.0
Akbarh Arreola|23|11|1|"5' 10"""|155 lbs.|"71"""|Southpaw|Jan 14, 1983|2.32|45%|4.01|56%|1.07|100%|33%|0.4
Matt Arroyo|3|3|0|"5' 10"""|170 lbs.|"72"""|Orthodox|Sep 01, 1982|1.62|47%|2.01|58%|2.12|36%|100%|5.3
Austin Arnett|16|6|0|"6' 0"""|145 lbs.|"72"""|Orthodox|Oct 22, 1991|4.52|41%|6.38|62%|0.44|18%|57%|0.2
Joey Armstrong|5|2|0|No Stat|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Julio Arce|17|5|0|"5' 7"""|145 lbs.|"70"""|Southpaw|Oct 27, 1989|4.14|35%|3.05|67%|0.49|30%|93%|0.5
Tristan Arenal|7|4|0|No Stat|155 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Hashem Arkhagha|6|1|0|"6' 2"""|185 lbs.|"75"""|Orthodox|Sep 11, 1989|1.84|44%|8.97|43%|0.00|0%|50%|0.0
Viviane Araujo|10|3|0|"5' 4"""|125 lbs.|"68"""|Orthodox|Nov 21, 1986|5.14|47%|5.48|59%|2.10|60%|94%|0.3
Igor Araujo|25|9|0|"6' 1"""|170 lbs.|"77"""|Orthodox|Dec 06, 1980|1.52|42%|2.86|49%|0.86|15%|22%|0.6
Art Arciniega|15|7|0|"5' 8"""|145 lbs.|No Stat|No Stat|Oct 15, 1981|1.53|46%|2.73|51%|0.00|0%|50%|1.0
Romie Aram|7|1|0|"5' 10"""|170 lbs.|No Stat|Orthodox|Dec 02, 1977|1.80|35%|2.83|50%|2.50|62%|83%|0.0
Josh Appelt|15|7|0|"5' 10"""|255 lbs.|No Stat|Southpaw|Jun 19, 1983|1.35|40%|11.50|32%|0.00|0%|33%|0.0
Felipe Arantes|18|10|1|"5' 8"""|135 lbs.|"73"""|Orthodox|Feb 09, 1988|2.37|45%|2.66|64%|0.93|47%|41%|0.7
Kenji Arai|15|15|5|"5' 10"""|145 lbs.|No Stat|Southpaw|Oct 05, 1979|8.79|27%|10.29|39%|0.00|0%|0%|0.0
Andrei Arlovski|32|20|0|"6' 3"""|240 lbs.|"77"""|Orthodox|Feb 04, 1979|3.70|44%|3.03|57%|0.43|36%|78%|0.2
Erik Apple|10|3|0|"6' 0"""|170 lbs.|No Stat|Orthodox|Aug 26, 1977|0.00|0%|0.54|81%|0.00|0%|0%|8.1
Aoriqileng|18|9|0|"5' 7"""|125 lbs.|"69"""|Orthodox|Jun 25, 1993|6.03|45%|8.30|49%|2.00|57%|54%|0.0
Adam Antolin|12|3|0|"5' 5"""|125 lbs.|"63"""|Orthodox|Feb 28, 1982|5.73|52%|5.00|69%|0.00|0%|100%|0.0
Azunna Anyanwu|14|5|0|"6' 1"""|251 lbs.|No Stat|Orthodox|Aug 05, 1981|2.47|42%|2.47|69%|0.65|100%|0%|0.0
Shinsho Anzai|10|3|0|"5' 7"""|170 lbs.|"70"""|Orthodox|Dec 01, 1985|3.23|58%|3.75|45%|1.83|16%|75%|0.0
Angelo Antonio|1|4|0|No Stat|205 lbs.|No Stat|Orthodox|No Stat|1.09|50%|7.64|50%|0.00|0%|0%|0.0
Gloria de Paula|5|4|0|"5' 5"""|115 lbs.|"67"""|Orthodox|Jun 10, 1995|3.39|54%|1.52|65%|0.00|0%|66%|1.0
Jorge de Oliveira|9|2|0|"5' 8"""|155 lbs.|No Stat|Orthodox|Jan 22, 1980|1.26|31%|4.84|48%|0.00|0%|22%|0.0
Isabela de Padua|5|2|0|"5' 3"""|125 lbs.|"64"""|Orthodox|Sep 04, 1991|1.00|35%|2.07|50%|2.00|66%|0%|1.0
Shinya Aoki|39|7|0|"5' 11"""|154 lbs.|No Stat|Southpaw|May 09, 1983|0.97|58%|1.25|58%|2.54|41%|60%|4.0
Edilberto de Oliveira|29|15|2|"6' 0"""|170 lbs.|No Stat|Orthodox|Nov 22, 1982|4.12|32%|6.79|61%|0.00|0%|0%|0.0
Rodrigo de Lima|8|3|1|"5' 7"""|155 lbs.|No Stat|Orthodox|Mar 12, 1991|1.29|33%|5.50|32%|2.66|36%|0%|1.3
Mark De La Rosa|11|5|0|"5' 6"""|135 lbs.|"65"""|Orthodox|Aug 31, 1994|3.13|35%|5.00|48%|0.54|13%|40%|0.2
Montana De La Rosa|12|6|1|"5' 7"""|125 lbs.|"68"""|Orthodox|Feb 14, 1995|2.87|37%|3.17|45%|2.25|31%|57%|1.1
Mike de la Torre|14|7|0|"5' 11"""|145 lbs.|"71"""|Orthodox|Sep 22, 1986|3.21|39%|4.75|51%|0.36|16%|83%|0.0
Johil de Oliveira|17|15|1|"5' 6"""|170 lbs.|No Stat|Orthodox|No Stat|0.51|34%|0.73|58%|1.10|50%|44%|0.6
Philip De Fries|12|6|0|"6' 5"""|250 lbs.|"79"""|Orthodox|Apr 21, 1986|2.30|47%|3.00|37%|3.29|42%|100%|0.6
Geraldo de Freitas|12|6|0|"5' 7"""|135 lbs.|"72"""|Orthodox|Sep 30, 1991|3.67|52%|2.62|50%|3.00|45%|59%|0.0
Angel De Anda|18|6|0|"5' 9"""|225 lbs.|No Stat|Orthodox|May 28, 1985|5.68|46%|6.32|47%|0.00|0%|0%|0.0
Chris de la Rocha|5|3|0|"6' 3"""|250 lbs.|"80"""|Orthodox|May 15, 1979|4.08|45%|6.37|43%|2.02|30%|33%|1.0
Martin Day|8|6|0|"5' 10"""|145 lbs.|"73"""|Orthodox|Nov 10, 1988|3.97|45%|3.79|53%|0.72|60%|65%|0.5
Jason Day|19|12|0|"6' 0"""|185 lbs.|"72"""|Orthodox|May 19, 1981|3.61|54%|3.46|47%|1.13|100%|0%|0.0
Yorgan De Castro|6|3|0|"6' 0"""|250 lbs.|"74"""|Orthodox|Dec 19, 1986|2.46|43%|3.85|53%|0.00|0%|77%|0.0
Grant Dawson|17|1|1|"5' 10"""|155 lbs.|"72"""|Switch|Feb 20, 1994|3.06|50%|2.05|49%|3.36|32%|40%|1.3
Danny Davis|13|11|1|"6' 2"""|170 lbs.|No Stat|No Stat|Jul 28, 1982|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Hakeem Dawodu|12|2|1|"5' 8"""|145 lbs.|"73"""|Orthodox|Jul 02, 1991|4.72|46%|2.39|62%|0.00|0%|67%|0.0
Brandon Davis|10|9|0|"5' 10"""|135 lbs.|"72"""|Orthodox|May 08, 1990|4.63|35%|4.46|60%|0.70|45%|56%|0.1
Mike Davis|9|2|0|"6' 0"""|145 lbs.|"72"""|Orthodox|Oct 07, 1992|6.24|53%|6.76|57%|1.39|33%|69%|0.0
Justin Davis|13|16|0|"5' 11"""|205 lbs.|No Stat|No Stat|Apr 01, 1983|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Lemont Davis|2|6|0|"5' 8"""|170 lbs.|No Stat|Orthodox|No Stat|0.87|54%|1.27|55%|1.00|50%|0%|1.0
Alexis Davis|20|11|0|"5' 6"""|135 lbs.|"68"""|Orthodox|Oct 04, 1984|4.55|47%|4.50|55%|0.94|42%|34%|0.7
LC Davis|23|8|0|"5' 8"""|135 lbs.|"69"""|Southpaw|Oct 28, 1980|2.04|30%|2.10|59%|2.27|46%|66%|0.2
Rick Davis|3|1|1|"5' 9"""|155 lbs.|No Stat|Orthodox|No Stat|3.09|50%|6.19|64%|0.00|0%|0%|0.0
Phil Davis|17|4|0|"6' 2"""|205 lbs.|"79"""|Orthodox|Sep 25, 1984|2.85|34%|1.33|72%|2.99|38%|72%|0.6
Brian Davidson|13|4|0|"5' 6"""|145 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Kyle Daukaus|10|2|0|"6' 3"""|185 lbs.|"76"""|Southpaw|Feb 27, 1993|3.19|53%|2.61|40%|1.88|27%|85%|1.9
Chris Daukaus|12|3|0|"6' 3"""|250 lbs.|"76"""|Orthodox|Sep 25, 1989|9.03|53%|3.40|64%|0.00|0%|100%|0.0
Marcus Davis|22|11|0|"5' 10"""|170 lbs.|"70"""|Southpaw|Aug 24, 1973|2.72|39%|2.79|65%|1.60|48%|47%|1.4
Sean Daugherty|0|2|0|"6' 0"""|175 lbs.|No Stat|No Stat|Dec 04, 1975|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Beneil Dariush|21|4|1|"5' 10"""|155 lbs.|"72"""|Southpaw|May 06, 1989|3.80|49%|2.58|58%|2.11|34%|81%|1.0
Karen Darabedyan|13|6|0|"5' 7"""|155 lbs.|"68"""|Orthodox|Dec 18, 1986|3.43|51%|2.62|67%|2.14|75%|0%|0.0
Eduardo Dantas|20|4|0|"5' 10"""|135 lbs.|No Stat|No Stat|Feb 03, 1989|3.33|60%|3.00|60%|4.00|23%|100%|0.0
Alexandre Dantas|0|3|0|"6' 2"""|238 lbs.|No Stat|Orthodox|Mar 01, 1979|0.21|25%|1.87|60%|0.00|0%|0%|3.1
Marques Daniels|5|5|0|No Stat|155 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Mac Danzig|21|12|1|"5' 8"""|155 lbs.|"70"""|Orthodox|Jan 02, 1980|3.39|48%|3.44|57%|1.20|37%|46%|0.6
Raymond Daniels|0|1|0|"6' 2"""|185 lbs.|No Stat|Southpaw|No Stat|0.00|0%|2.61|38%|0.00|0%|33%|3.0
Jarjis Danho|7|1|1|"6' 3"""|265 lbs.|"74"""|Orthodox|Oct 15, 1983|3.38|50%|5.25|49%|0.51|16%|100%|0.0
Danaa Batgerel|10|2|0|"5' 7"""|135 lbs.|"70"""|Orthodox|Jul 04, 1989|6.28|39%|2.73|61%|0.00|0%|57%|0.0
Cindy Dandois|8|3|0|"5' 7"""|135 lbs.|No Stat|Orthodox|Oct 26, 1984|3.13|32%|3.40|58%|5.00|55%|0%|0.0
Carina Damm|2|13|0|"5' 4"""|135 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Leonardo Damiani|10|3|1|"5' 10"""|170 lbs.|"69"""|Orthodox|Aug 30, 1990|1.67|23%|4.17|37%|0.00|0%|50%|0.0
Rodrigo Damm|13|9|0|"5' 7"""|155 lbs.|"71"""|Orthodox|Feb 03, 1980|3.50|36%|5.61|57%|0.44|16%|80%|0.3
Marko Damiani|0|2|0|"6' 0"""|170 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Richard Dalton|4|3|1|"6' 1"""|205 lbs.|No Stat|Orthodox|No Stat|1.20|69%|3.27|25%|1.00|11%|0%|0.0
Aisling Daly|16|6|0|"5' 2"""|115 lbs.|"64"""|Orthodox|Dec 24, 1987|2.92|52%|1.40|55%|2.15|41%|33%|0.9
Paul Daley|39|15|2|"5' 9"""|170 lbs.|"76"""|Orthodox|Feb 21, 1983|3.14|47%|2.37|60%|0.91|40%|64%|0.0
Dave Dalgliesh|30|19|2|"6' 2"""|205 lbs.|No Stat|Orthodox|Apr 05, 1978|0.00|0%|1.85|50%|0.00|0%|0%|0.0
Henrique Da Silva Lopes|5|2|0|"6' 3"""|240 lbs.|No Stat|No Stat|Mar 08, 1985|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Nicolas Dalby|19|4|1|"5' 11"""|170 lbs.|"74"""|Orthodox|Nov 16, 1984|3.26|38%|3.56|54%|1.25|29%|65%|0.0
Daniel Da Silva|11|2|0|"5' 6"""|125 lbs.|"70"""|Switch|Jun 05, 1996|3.47|80%|8.15|24%|0.00|0%|0%|0.0
Henrique da Silva|14|5|0|"6' 3"""|205 lbs.|"76"""|Orthodox|Sep 01, 1989|3.89|60%|5.28|40%|0.25|14%|22%|0.2
Alex Da Silva|21|3|0|"5' 8"""|155 lbs.|"73"""|Orthodox|Feb 04, 1996|2.07|46%|2.65|55%|2.75|43%|77%|0.4
Collin Anglin|8|3|0|"5' 9"""|145 lbs.|"71"""|Orthodox|Feb 20, 1993|4.59|48%|5.54|51%|2.28|66%|100%|0.0
Gadzhimurad Antigulov|20|8|0|"5' 11"""|205 lbs.|"70"""|Orthodox|Feb 09, 1987|2.08|55%|4.21|40%|5.08|36%|0%|1.4
Magomed Ankalaev|16|1|0|"6' 3"""|205 lbs.|"75"""|Orthodox|Jun 02, 1992|3.60|55%|2.05|62%|1.15|31%|85%|0.0
Marcos da Matta|11|3|0|"5' 4"""|145 lbs.|No Stat|No Stat|Mar 18, 1973|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Yoji Anjo|0|5|1|"5' 11"""|205 lbs.|No Stat|Orthodox|Mar 28, 1967|0.00|0%|3.13|25%|0.00|0%|0%|0.0
Dylan Andrews|18|7|0|"6' 1"""|185 lbs.|"74"""|Switch|Nov 15, 1979|2.21|50%|2.72|46%|2.83|50%|57%|0.4
Chad Anheliger|11|5|0|"5' 6"""|135 lbs.|"64"""|Orthodox|Dec 01, 1986|3.13|60%|2.07|52%|0.00|0%|58%|1.0
Julius Anglickas|5|1|0|"6' 3"""|205 lbs.|No Stat|Orthodox|Jul 23, 1991|4.62|78%|1.86|50%|4.47|50%|60%|1.1
Reese Andy|7|3|0|"6' 0"""|205 lbs.|No Stat|Orthodox|Mar 31, 1973|2.87|50%|3.50|58%|0.67|20%|40%|0.0
Alex Andrade|10|5|0|"5' 11"""|200 lbs.|No Stat|Orthodox|May 14, 1974|0.20|36%|2.60|53%|0.00|0%|25%|0.8
Jermaine Andre|14|4|0|"5' 7"""|200 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Viscardi Andrade|19|6|0|"5' 11"""|170 lbs.|"75"""|Orthodox|Mar 08, 1984|3.26|42%|2.77|63%|1.93|50%|66%|0.3
Jessica Andrade|22|9|0|"5' 1"""|125 lbs.|"62"""|Orthodox|Sep 25, 1991|6.24|50%|5.21|53%|2.90|55%|66%|0.4
Megan Anderson|11|5|0|"6' 0"""|145 lbs.|"72"""|Orthodox|Feb 11, 1990|1.76|46%|3.35|37%|0.52|25%|53%|0.5
Derek Anderson|14|3|0|"6' 0"""|155 lbs.|No Stat|No Stat|Feb 02, 1990|3.97|37%|3.08|61%|0.34|14%|60%|0.0
Andy Anderson|0|1|0|"5' 6"""|240 lbs.|No Stat|No Stat|Jul 16, 1974|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Lowell Anderson|0|1|0|"5' 6"""|160 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Corey Anderson|14|5|0|"6' 3"""|205 lbs.|"79"""|Orthodox|Sep 22, 1989|4.43|46%|2.22|59%|4.89|50%|83%|0.0
Matt Andersen|14|8|1|"6' 2"""|230 lbs.|No Stat|Southpaw|May 29, 1971|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Eryk Anders|14|5|0|"6' 1"""|185 lbs.|"75"""|Southpaw|Apr 21, 1987|3.20|47%|3.96|51%|1.47|32%|76%|0.1
Karl Amoussou|27|7|2|"5' 11"""|185 lbs.|No Stat|Orthodox|Nov 21, 1985|1.47|34%|2.67|54%|0.00|0%|25%|1.0
Bertrand Amoussou|1|1|0|"5' 8"""|190 lbs.|No Stat|Orthodox|No Stat|6.75|39%|2.01|83%|0.00|0%|0%|0.0
Makwan Amirkhani|16|7|0|"5' 10"""|145 lbs.|"72"""|Southpaw|Nov 08, 1988|1.37|44%|2.43|51%|4.12|43%|57%|1.1
Alen Amedovski|8|2|0|"5' 10"""|185 lbs.|"74"""|Orthodox|Apr 06, 1988|0.52|28%|3.14|37%|0.00|0%|0%|0.0
JJ Ambrose|28|7|0|"5' 10"""|170 lbs.|No Stat|Orthodox|No Stat|3.16|69%|6.32|33%|0.00|0%|50%|0.0
Jimmy Ambriz|17|21|1|"6' 2"""|315 lbs.|No Stat|Southpaw|Jan 26, 1970|0.83|29%|3.76|40%|3.13|57%|100%|0.8
Chris Amarante|2|0|0|No Stat|185 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Maiara Amanajas dos Santos|7|3|0|"5' 5"""|115 lbs.|No Stat|Southpaw|Jul 11, 1987|5.53|35%|24.47|33%|0.00|0%|100%|0.0
Rafael Alves|20|10|0|"5' 8"""|155 lbs.|"68"""|Orthodox|Nov 14, 1990|2.10|47%|3.56|58%|0.00|0%|60%|1.8
Andre Amado|6|4|1|"6' 0"""|154 lbs.|No Stat|Orthodox|No Stat|2.27|24%|5.91|63%|0.00|0%|20%|0.0
Adlan Amagov|14|2|1|"6' 2"""|170 lbs.|"76"""|Orthodox|Oct 30, 1986|3.29|47%|0.82|78%|5.84|56%|100%|0.0
Warlley Alves|15|5|0|"5' 11"""|170 lbs.|"72"""|Orthodox|Jan 04, 1991|3.07|48%|3.63|51%|1.42|52%|78%|1.1
Amilcar Alves|15|12|0|"6' 0"""|170 lbs.|No Stat|Southpaw|Aug 08, 1988|0.50|46%|2.02|30%|0.00|0%|53%|0.0
Anthony Alves|1|4|0|No Stat|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Sam Alvey|33|16|1|"6' 2"""|185 lbs.|"75"""|Southpaw|May 06, 1986|3.29|44%|3.52|53%|0.07|16%|81%|0.1
Jaime Alvarez|6|1|0|"5' 8"""|125 lbs.|"69"""|Orthodox|Mar 08, 1988|2.73|40%|4.53|56%|1.00|33%|50%|0.0
Thiago Alves|23|15|0|"5' 9"""|170 lbs.|"70"""|Orthodox|Oct 03, 1983|3.73|41%|3.42|62%|0.71|60%|63%|0.3
Joel Alvarez|19|2|0|"6' 3"""|155 lbs.|"77"""|Orthodox|Mar 02, 1993|3.99|43%|3.34|53%|0.00|0%|0%|1.5
Sean Alvarez|4|3|0|"6' 0"""|235 lbs.|No Stat|Orthodox|Jul 14, 1971|0.89|37%|3.25|47%|0.00|0%|0%|0.0
Eddie Alvarez|29|6|0|"5' 9"""|155 lbs.|"69"""|Orthodox|Jan 11, 1984|4.32|41%|4.39|55%|2.92|36%|92%|0.5
Mike Altman|1|4|0|"5' 10"""|185 lbs.|No Stat|Orthodox|No Stat|1.56|20%|2.08|75%|0.00|0%|0%|0.0
Sarah Alpar|9|6|0|"5' 4"""|135 lbs.|"63"""|Southpaw|Jun 01, 1991|2.36|44%|6.06|38%|1.61|26%|20%|0.4
Rico Altamirano|4|3|0|"5' 10"""|170 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Victor Altamirano|10|1|0|"5' 8"""|125 lbs.|"70"""|Switch|Jan 23, 1991|6.67|57%|4.87|48%|4.00|50%|68%|0.0
Ali AlQaisi|8|5|0|"5' 6"""|135 lbs.|"68"""|Orthodox|Sep 23, 1990|2.43|42%|1.97|56%|3.50|29%|60%|1.0
Mauricio Alonso|13|7|0|"6' 2"""|170 lbs.|No Stat|No Stat|Feb 27, 1980|5.74|34%|1.91|67%|0.00|0%|0%|0.0
Lucas Almeida|12|1|0|"5' 11"""|155 lbs.|"71"""|Orthodox|Jan 13, 1991|6.40|46%|7.67|47%|0.00|0%|50%|0.0
Ericka Almeida|7|3|0|"5' 6"""|115 lbs.|No Stat|Orthodox|Mar 05, 1989|1.07|39%|3.33|43%|0.50|33%|37%|0.0
Jailton Almeida|14|2|0|"6' 3"""|205 lbs.|"79"""|Orthodox|Jun 26, 1991|0.29|25%|1.03|12%|6.60|60%|50%|2.2
Estefani Almeida|7|3|0|"5' 4"""|125 lbs.|No Stat|Orthodox|Oct 17, 1988|3.13|37%|6.07|42%|0.00|0%|0%|0.0
Magno Almeida|10|3|0|"6' 0"""|155 lbs.|No Stat|No Stat|Jun 06, 1985|1.67|36%|2.60|41%|0.00|0%|40%|5.0
Arnold Allen|17|1|0|"5' 8"""|145 lbs.|"70"""|Southpaw|Jan 22, 1994|2.96|40%|2.15|66%|1.44|50%|76%|0.4
Ben Alloway|18|8|0|"5' 11"""|170 lbs.|"76"""|Orthodox|Feb 19, 1981|1.28|49%|1.90|59%|0.62|50%|26%|0.0
Ricardo Almeida|13|5|0|"6' 0"""|170 lbs.|"74"""|Orthodox|Nov 29, 1976|2.02|49%|1.20|61%|3.74|38%|31%|1.2
Thomas Almeida|22|5|0|"5' 7"""|145 lbs.|"70"""|Southpaw|Jul 31, 1991|4.84|43%|4.93|61%|0.17|14%|75%|0.0
George Allen|13|19|2|"6' 2"""|205 lbs.|No Stat|Open Stance|Jan 13, 1967|0.80|38%|3.10|43%|0.00|0%|50%|0.0
John Allan|13|7|0|"6' 1"""|205 lbs.|"75"""|Orthodox|Feb 22, 1993|3.56|42%|5.74|52%|1.40|71%|50%|0.8
Brendan Allen|17|5|0|"6' 2"""|185 lbs.|"75"""|Orthodox|Dec 28, 1995|4.32|53%|4.72|42%|1.15|35%|50%|1.6
Sultan Aliev|15|3|0|"5' 11"""|170 lbs.|"74"""|Orthodox|Sep 17, 1984|1.41|45%|2.20|56%|1.76|38%|100%|0.0
Sarah D'alelio|11|7|0|"5' 7"""|145 lbs.|No Stat|No Stat|Dec 13, 1980|2.40|33%|0.00|100%|0.00|0%|100%|0.0
Royce Alger|3|2|0|"5' 10"""|199 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Amir Aliakbari|10|1|0|"6' 3"""|250 lbs.|No Stat|No Stat|Jun 10, 1984|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Levi Alford|1|7|0|No Stat|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Bill Algeo|14|6|0|"6' 0"""|145 lbs.|"73"""|Switch|Jun 09, 1989|6.37|53%|4.87|40%|0.50|28%|55%|0.0
Houston Alexander|17|15|1|"6' 0"""|205 lbs.|"72"""|Orthodox|Mar 22, 1972|3.06|54%|3.20|52%|1.19|57%|33%|0.0
Olaf Alfonso|8|12|0|"6' 2"""|170 lbs.|No Stat|Orthodox|Aug 06, 1974|1.65|38%|4.77|53%|0.37|7%|22%|0.7
Marcio Alexandre Junior|17|4|0|"6' 0"""|185 lbs.|"75"""|Southpaw|May 05, 1989|1.61|45%|2.89|42%|0.35|20%|66%|0.7
Kenneth Alexander|7|6|0|"5' 9"""|155 lbs.|No Stat|Orthodox|Sep 25, 1977|0.88|19%|2.20|66%|4.71|26%|0%|0.0
Pablo Alfonso|9|7|0|"5' 8"""|145 lbs.|No Stat|No Stat|May 09, 1983|0.00|0%|0.00|0%|0.00|0%|0%|0.0
John Alessio|35|17|0|"5' 10"""|155 lbs.|"72"""|Orthodox|Jul 05, 1979|2.10|39%|2.91|54%|1.85|38%|70%|1.2
Jim Alers|13|3|0|"5' 9"""|145 lbs.|"71"""|Orthodox|Oct 14, 1986|2.90|40%|4.38|56%|2.26|41%|80%|0.3
JJ Aldrich|10|4|0|"5' 5"""|125 lbs.|"67"""|Southpaw|Sep 29, 1992|4.05|44%|4.56|61%|0.82|41%|68%|0.0
Hector Aldana|4|3|0|"5' 11"""|170 lbs.|"72"""|Orthodox|Aug 17, 1988|3.59|38%|5.08|59%|0.93|100%|0%|0.0
Jose Alday|14|6|1|"5' 7"""|135 lbs.|"68"""|Orthodox|Sep 14, 1991|3.13|44%|3.13|58%|0.00|0%|57%|0.0
Irene Aldana|13|6|0|"5' 9"""|135 lbs.|"68"""|Orthodox|Mar 26, 1988|5.61|39%|5.94|60%|0.22|50%|84%|0.1
Alfonso Alcarez|1|3|1|"5' 3"""|145 lbs.|No Stat|No Stat|Jun 10, 1970|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Gilbert Aldana|6|2|0|"6' 1"""|250 lbs.|No Stat|Orthodox|Aug 25, 1977|2.91|54%|6.26|26%|2.57|40%|33%|0.0
Jose Aldo|31|7|0|"5' 7"""|135 lbs.|"70"""|Orthodox|Sep 09, 1986|3.61|46%|3.74|60%|0.51|54%|90%|0.2
Ildemar Alcantara|21|11|0|"6' 2"""|185 lbs.|"78"""|Orthodox|Nov 18, 1982|1.93|38%|2.63|50%|2.00|68%|81%|0.9
Juan Alcain|1|2|0|No Stat|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
